period,n_speeches,n_speakers,is_sparse,mean_log_words,share_truncated,att_pi,att_y,att_fs,att_unc,att_pi_corr,att_y_corr,att_fs_corr,att_unc_corr,vol_pi,vol_y,vol_fs,vol_unc,out_pi,disp_pi,polar_pi,share_up_pi,share_down_pi,out_y,disp_y,polar_y,share_up_y,share_down_y
1999Q1,24,6,False,8.173401005632526,0.9583333333333334,0.9583333333333334,0.8333333333333334,0.375,0.4583333333333333,0.9509803921568627,0.8055555555555555,0.375,0.4583333333333333,23.0,20.0,9.0,11.0,-0.13043478260869565,0.34435022157509093,0.0,0.0,0.13043478260869565,0.2,0.6155870112510925,0.5,0.3,0.1
1999Q2,30,6,False,8.199903829291285,0.8,0.8333333333333334,0.9,0.2,0.3,0.8039215686274509,0.8833333333333332,0.2,0.3,25.0,27.0,6.0,9.0,-0.24,0.43588989435406733,0.0,0.0,0.24,0.4444444444444444,0.5773502691896258,0.14285714285714285,0.48148148148148145,0.037037037037037035
1999Q3,21,6,False,8.139848249982904,0.9047619047619048,0.7142857142857143,0.8095238095238095,0.38095238095238093,0.14285714285714285,0.6638655462184874,0.7777777777777777,0.38095238095238093,0.14285714285714285,15.0,17.0,8.0,3.0,-0.26666666666666666,0.5936168397046637,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.35294117647058826,0.701888209634219,0.4,0.47058823529411764,0.11764705882352941
1999Q4,30,6,False,8.075177759885769,0.8333333333333334,0.9333333333333333,0.8666666666666667,0.3333333333333333,0.5,0.9215686274509803,0.8444444444444443,0.3333333333333333,0.5,28.0,26.0,10.0,15.0,0.10714285714285714,0.4973474613934381,0.5714285714285714,0.17857142857142858,0.07142857142857142,0.5769230769230769,0.5038314736557788,0.0,0.5769230769230769,0.0
2000Q1,16,5,False,7.986699514440568,0.8125,0.9375,1.0,0.125,0.5625,0.926470588235294,0.9999999999999999,0.125,0.5625,15.0,16.0,2.0,9.0,0.3333333333333333,0.48795003647426666,0.0,0.3333333333333333,0.0,0.375,0.7187952884282609,0.4,0.5,0.125
2000Q2,18,6,False,8.35362056887669,0.9444444444444444,0.6666666666666666,0.7222222222222222,0.3888888888888889,0.4444444444444444,0.6078431372549018,0.6759259259259258,0.3888888888888889,0.4444444444444444,12.0,13.0,7.0,8.0,0.08333333333333333,0.7929614610987591,0.8571428571428571,0.3333333333333333,0.25,0.6923076923076923,0.6304251719561152,0.18181818181818182,0.7692307692307693,0.07692307692307693
2000Q3,17,5,False,8.193126939637233,0.9411764705882353,0.8235294117647058,0.7647058823529411,0.35294117647058826,0.4117647058823529,0.792387543252595,0.7254901960784312,0.35294117647058826,0.4117647058823529,14.0,13.0,6.0,7.0,0.2857142857142857,0.4688072309384954,0.0,0.2857142857142857,0.0,0.23076923076923078,0.599144689515278,0.4,0.3076923076923077,0.07692307692307693
2000Q4,21,6,False,7.998907385076665,0.8571428571428571,0.7619047619047619,0.6666666666666666,0.19047619047619047,0.3333333333333333,0.7198879551820727,0.6111111111111109,0.19047619047619047,0.3333333333333333,16.0,14.0,4.0,7.0,0.0625,0.5737304826019501,0.8,0.1875,0.125,0.9285714285714286,0.26726124191242434,0.0,0.9285714285714286,0.0
2001Q1,17,5,False,8.049825773439139,0.7647058823529411,0.7647058823529411,0.8823529411764706,0.29411764705882354,0.35294117647058826,0.7231833910034601,0.8627450980392155,0.29411764705882354,0.35294117647058826,13.0,15.0,5.0,6.0,-0.5384615384615384,0.5188745216627708,0.0,0.0,0.5384615384615384,0.6666666666666666,0.6172133998483675,0.16666666666666666,0.7333333333333333,0.06666666666666667
2001Q2,19,5,False,8.046160491206761,0.7894736842105263,0.5789473684210527,0.631578947368421,0.3157894736842105,0.42105263157894735,0.5046439628482972,0.5701754385964911,0.3157894736842105,0.42105263157894735,11.0,12.0,6.0,8.0,-0.5454545454545454,0.5222329678670935,0.0,0.0,0.5454545454545454,0.08333333333333333,0.7929614610987591,0.8571428571428571,0.3333333333333333,0.25
2001Q3,15,5,False,7.850019735638879,0.8,0.5333333333333333,0.6,0.4,0.26666666666666666,0.45098039215686264,0.5333333333333332,0.4,0.26666666666666666,8.0,9.0,6.0,4.0,-0.5,0.7559289460184544,0.3333333333333333,0.125,0.625,0.1111111111111111,0.927960727138337,0.8571428571428571,0.4444444444444444,0.3333333333333333
2001Q4,22,5,False,7.86176385298005,0.7727272727272727,0.7272727272727273,0.6818181818181818,0.36363636363636365,0.2727272727272727,0.6791443850267379,0.6287878787878787,0.36363636363636365,0.2727272727272727,16.0,15.0,8.0,6.0,-0.125,0.6191391873668903,0.6666666666666666,0.125,0.25,0.13333333333333333,0.7432233529572065,0.75,0.3333333333333333,0.2
2002Q1,21,6,False,8.052569205103278,0.7619047619047619,0.6666666666666666,0.7142857142857143,0.5714285714285714,0.47619047619047616,0.6078431372549018,0.6666666666666666,0.5714285714285714,0.47619047619047616,14.0,15.0,12.0,10.0,-0.5,0.5188745216627708,0.0,0.0,0.5,0.6,0.6324555320336759,0.18181818181818182,0.6666666666666666,0.06666666666666667
2002Q2,18,6,False,8.018407343350695,0.8888888888888888,0.5555555555555556,0.7222222222222222,0.5,0.4444444444444444,0.4771241830065359,0.6759259259259258,0.5,0.4444444444444444,10.0,13.0,9.0,8.0,-0.2,0.6324555320336759,0.5,0.1,0.3,0.46153846153846156,0.6602252917735248,0.25,0.5384615384615384,0.07692307692307693
2002Q3,8,4,False,7.787311466788219,0.75,0.75,0.625,0.375,0.75,0.7058823529411764,0.5624999999999999,0.375,0.75,6.0,5.0,3.0,6.0,0.16666666666666666,0.408248290463863,0.0,0.16666666666666666,0.0,0.2,0.44721359549995804,0.0,0.2,0.0
2002Q4,19,5,False,7.820978734888797,0.5789473684210527,0.8421052631578947,0.9473684210526315,0.631578947368421,0.42105263157894735,0.8142414860681113,0.93859649122807,0.631578947368421,0.42105263157894735,16.0,18.0,12.0,8.0,-0.125,0.5,0.5,0.0625,0.1875,0.5555555555555556,0.5113099925649136,0.0,0.5555555555555556,0.0
2003Q1,14,5,False,8.028610388334743,0.7857142857142857,0.9285714285714286,1.0,0.42857142857142855,0.5,0.9159663865546218,0.9999999999999999,0.42857142857142855,0.5,13.0,14.0,6.0,7.0,-0.38461538461538464,0.5063696835418333,0.0,0.0,0.38461538461538464,0.14285714285714285,0.6629935441317958,0.6666666666666666,0.2857142857142857,0.14285714285714285
2003Q2,20,7,False,7.823763729193871,0.65,0.6,0.8,0.5,0.35,0.5294117647058822,0.7666666666666666,0.5,0.35,12.0,16.0,10.0,7.0,-0.25,0.621581560508061,0.4,0.08333333333333333,0.3333333333333333,0.4375,0.7274384280931732,0.36363636363636365,0.5625,0.125
2003Q3,11,5,False,7.870923853141295,0.8181818181818182,0.5454545454545454,1.0,0.5454545454545454,0.36363636363636365,0.4652406417112298,0.9999999999999999,0.5454545454545454,0.36363636363636365,6.0,11.0,6.0,4.0,-0.5,0.5477225575051661,0.0,0.0,0.5,0.36363636363636365,0.8090398349558906,0.5,0.5454545454545454,0.18181818181818182
2003Q4,26,6,False,8.080980950822273,0.8076923076923077,0.5769230769230769,0.8076923076923077,0.4230769230769231,0.46153846153846156,0.5022624434389139,0.7756410256410255,0.4230769230769231,0.46153846153846156,15.0,21.0,11.0,12.0,-0.06666666666666667,0.25819888974716115,0.0,0.0,0.06666666666666667,0.2857142857142857,0.560611910581388,0.25,0.3333333333333333,0.047619047619047616
2004Q1,16,5,False,7.657561081621968,0.5,0.5,0.875,0.8125,0.3125,0.41176470588235287,0.8541666666666665,0.8125,0.3125,8.0,14.0,13.0,5.0,-0.125,0.6408699444616557,0.6666666666666666,0.125,0.25,0.6428571428571429,0.4972451580988469,0.0,0.6428571428571429,0.0
2004Q2,36,6,False,8.047050633108812,0.8055555555555556,0.6944444444444444,0.8055555555555556,0.4722222222222222,0.4166666666666667,0.6405228758169933,0.773148148148148,0.4722222222222222,0.4166666666666667,25.0,29.0,17.0,15.0,-0.08,0.4932882862316248,0.6666666666666666,0.08,0.16,0.3448275862068966,0.7209052874667635,0.4444444444444444,0.4827586206896552,0.13793103448275862
2004Q3,15,5,False,8.184302154219809,1.0,0.6,0.8,0.4,0.5333333333333333,0.5294117647058822,0.7666666666666666,0.4,0.5333333333333333,9.0,12.0,6.0,8.0,0.0,0.7071067811865476,1.0,0.2222222222222222,0.2222222222222222,0.5833333333333334,0.5149286505444373,0.0,0.5833333333333334,0.0
2004Q4,34,6,False,7.762855566691286,0.7352941176470589,0.7941176470588235,0.9117647058823529,0.4117647058823529,0.38235294117647056,0.7577854671280275,0.8970588235294116,0.4117647058823529,0.38235294117647056,27.0,31.0,14.0,13.0,0.037037037037037035,0.5871365639519861,0.8888888888888888,0.18518518518518517,0.14814814814814814,0.5483870967741935,0.5058794110206736,0.0,0.5483870967741935,0.0
2005Q1,19,4,False,7.929582531677249,0.7894736842105263,0.6842105263157895,0.8421052631578947,0.631578947368421,0.5789473684210527,0.6284829721362228,0.8157894736842104,0.631578947368421,0.5789473684210527,13.0,16.0,12.0,11.0,0.15384615384615385,0.554700196225229,0.5,0.23076923076923078,0.07692307692307693,0.625,0.6191391873668903,0.16666666666666666,0.6875,0.0625
2005Q2,30,5,False,8.03312284438258,0.8,0.7333333333333333,0.9333333333333333,0.4,0.4666666666666667,0.6862745098039215,0.9222222222222222,0.4,0.4666666666666667,22.0,28.0,12.0,14.0,0.22727272727272727,0.42893202722888846,0.0,0.22727272727272727,0.0,0.32142857142857145,0.6696362433535825,0.4,0.42857142857142855,0.10714285714285714
2005Q3,15,4,False,7.901129471017941,0.7333333333333333,0.4666666666666667,0.8,0.6666666666666666,0.26666666666666666,0.3725490196078431,0.7666666666666666,0.6666666666666666,0.26666666666666666,7.0,12.0,10.0,4.0,0.42857142857142855,0.5345224838248487,0.0,0.42857142857142855,0.0,0.3333333333333333,0.8876253645985945,0.6,0.5833333333333334,0.25
2005Q4,27,6,False,8.207807930332544,0.8888888888888888,0.48148148148148145,0.8148148148148148,0.5925925925925926,0.4444444444444444,0.3899782135076252,0.7839506172839504,0.5925925925925926,0.4444444444444444,13.0,22.0,16.0,12.0,0.38461538461538464,0.5063696835418333,0.0,0.38461538461538464,0.0,0.13636363636363635,0.8335497554466647,0.8,0.4090909090909091,0.2727272727272727
2006Q1,21,6,False,8.146665946441761,0.8095238095238095,0.6666666666666666,0.8095238095238095,0.47619047619047616,0.47619047619047616,0.6078431372549018,0.7777777777777777,0.47619047619047616,0.47619047619047616,14.0,17.0,10.0,10.0,0.14285714285714285,0.6629935441317958,0.6666666666666666,0.2857142857142857,0.14285714285714285,0.35294117647058826,0.701888209634219,0.4,0.47058823529411764,0.11764705882352941
2006Q2,32,6,False,8.10474405720711,0.875,0.46875,0.84375,0.46875,0.4375,0.37499999999999994,0.8177083333333333,0.46875,0.4375,15.0,27.0,15.0,14.0,0.4,0.6324555320336759,0.25,0.4666666666666667,0.06666666666666667,0.48148148148148145,0.5798123284152694,0.13333333333333333,0.5185185185185185,0.037037037037037035
2006Q3,17,6,False,8.008675894647105,0.8823529411764706,0.47058823529411764,0.8235294117647058,0.5882352941176471,0.23529411764705882,0.3771626297577854,0.7941176470588234,0.5882352941176471,0.23529411764705882,8.0,14.0,10.0,4.0,0.375,0.5175491695067657,0.0,0.375,0.0,0.42857142857142855,0.646206172658864,0.25,0.5,0.07142857142857142
